userName,score,at,content
Tony Aditya,2,2022-02-08 14:37:47,Saya mau tanya... Bulan lalu di aplikasi pedulilindungi anak saya udah muncul sertifikat vaksin yg pertama.....tapi kemaren mau ngecek sertifikat vaksin yg kedua eh malah yg pertama juga ilang gak ada.... Ini kenapa yg pertama jadi hilang sedangkan yg kedua belum ada juga????
wilah sobri,1,2022-02-08 14:17:09,"Ada tulisan perbaharui aplikasi (update), malah sertifikatku hilang. Dimana2 kalau update lebih bagus, ini malah tambah jelek. Yg buat program kurang pro nih"
D Beardy,1,2022-02-08 14:03:27,"Setelah diperbarui sertifikat vaksin saya malah tidak ada semua Padahal saya sdh vaksin 1, 2, 3 tapi sertifikat vaksin nya tidak tampil alias tidak ada Aplikasi makin diupdate makin berantakan makin menyusahkan Hayo kembalikan sertifikat saya, masak seh aplikasi pemerintah kok bisa parah gini(lihat tuh bnyak orang ngasih bintang satu utk aplikasi ini) Benar benar ini aplikasi terburuk yang pernh ada di indonesia"
Jessica Justice,1,2022-02-08 12:45:09,"Sebelumnya uda ada sertifikat vaksin pertama dan kedua setelah diupdate sertifikat sama sekali tidak muncul, uda coba klik klaim sertifikat juga tetap tidak muncul, sudah coba uninstall ulang log in ulang juga tetap tidak muncul, aplikasinya suka eror tolong untuk diperbaiki secepatnya sangat buat orang ribet jika diperlukan sertifikat vaksin jadi tidak bisa kalo tidak muncul seperti ini"
Tomy Thio,1,2022-02-08 12:42:10,"Status saya sebentar hijau sebentar hitam berulang tiap hari berganti terus, hasil tes pcr negative pun tdk pernah terupload, dikomplein via 119, via wa, via email + sudah kasih bukti jawaban selalu text book, padahal sudah ada No laporan dan maximal 24 jam katanya beres, saling lempar antara bumame dan Kemenkes, cape deh, sudah gitu sertifikat pun hilang semua, sudah 2 minggu terakhir ini kacau sekali apps ini sangat menyusahkan."
Hendra Atmaja,3,2022-02-08 11:57:14,Sebelum di update lancar2 aja tp setelah di update sertifikat vaksin nya hilang . Dan harus di klaim masukin data. udh isi data malah gk bisa erorr..🤦🤦 tolong diperbaiki .
Meutia Puteri,1,2022-02-08 11:34:51,"Setelah diperbaharui, sertifikat vaksin hilang, padahal sudah 2 kali. Mau di klaim malah error :) Kalo ada kontak dengan orang yang positif pun kayaknya ga ke tracking yaa, kurang efektif jadinya kalaupun check in ke suatu tempat."
Denz _,1,2022-02-08 11:27:14,"Ini aplikasi masa akun sendiri untuk cek sertifikat harus ribet, masa setiap saat harus klik klaim sertifikat unfaedah sekali, mending langsung ada malah, harus klik lagi klaim, kaga nongol-nongol, masa iya harus ke situs nya, buat apa ada aplikasi di google play kalau begini, hello setelah update malah tambah ancur, orang hari-hari pake ini aplikasi, suram."
Haniah AlFattah,1,2022-02-08 11:24:13,"Mau nanya aja, kok setelah saya update apk nya. Sertifikat vaksin saya yg sebelumnya ada malah jdi hilang, apk jdi kacau. Saran saya, tolong dibenerin kasihan yg belum download dn mengandalkan apk ini, jika tiba2 sertifikat nya hilang. Karena berifikir gk perlu download karena sdah ada di apk ini. Mohon maaf jika salah, Sekian terimakasih"
sufen lie,1,2022-02-08 11:08:16,"Gak ngerti harus gimana lagi, uda install ulang. Tetap aja sertifikat gak muncul... Kenapa APP, di update sertifikat menghilang... Apakah ini APP ad jin nyaa😔. Tolong yaaa saya sudah vaksin dari bulan Juni tahun lalu. Now mau booster"
Zaki Imami,1,2022-02-08 10:59:07,"Hari ini update app pedulilindungi, malahan tidak muncul sertifikat vaksin pertama dan kedua nya. Seharusnya klo ada update malah menjadi semakin bagus, tapi ini malah hilang semua. Tolong bang admin ditunggu segera perbaikannya. Terima kasih."
Eko Nugroho,2,2022-02-08 10:54:27,"Ternyata sudah banyak yang mengulas masalah seperti ni. saya juga mengalami hal yang sama. tetapi ini ketika saya coba instal aplikasi pedulilindungi baru (karena HP habis reset) Sertifikat vaksin nya tidak muncul , keterangan "" Anda belum memiliki Sertifikat vaksin covid-19"" padahal saya sudah vaksin dan di aplikasi sebelum nya sertifikat saya sudah terbit di aplikasi Peduli Lindungi."
15_JTD3B_Nuril Lailatul M,1,2022-02-08 09:57:04,mohon ditindak lanjuti lagi saya sudah vaksin 2 kali tapi yg kedua masih belum ada sudah mengajukan lewat email dan both wa tapi tetap saja tidak ada mohon penanganannya karena ini sudah menjadi suatu keharusan. saya mengikuti kegiatan belajar jadi terkendala gegara sertifikat vaksin keduanya gak muncul -_-
Wisnu Nugroho,1,2022-02-08 09:39:32,Aplikasi mempersulit setelah di perbarui...bukanya makin bagus dan mudah..masa mau liat sertifikat vaksin aja ribet bgt mana mau pilih tanggal masukin data lama tolong di perbaiki lgi lah payah!!!
Rini Bintang0308,1,2022-02-08 09:23:51,Aplikasi peduli lindungi setelah di update lagi kenapa kok malah sertifikat vaksin yg ke 1 dan 2 kok malah tidak ada alias hilang... Kok bisa gitu .... Harusnya masih ada tersimpan bukti sertifikat vaksin yg 1 dan 2... ??????????😰😡
Rizky Muhammad,1,2022-02-08 09:08:25,"Ni apk sudah saya update,tp tetap aja captcha nya bermasalah,disitu captcha sudah betul,tp pas saya klaim sertifikat malah salah,maunya gimana coba,terus barusan saya coba lg,captcha bermasalah lagi alasannya ""komputer atau jaringan anda mungkin mengirimkan kueri otomatis"".Terus saya harus gimana lagi?ngulang dr awal?ngulang menyetel tanggal lahir nya lagi?dengan menekan tombol dr tahun 2022 ke tahun 2002.Jadi yang kelen update tu gunanya apa???perbaiki bugs?tapi captcha masih bermasalah juga???"
Irfan supriyadi,1,2022-02-08 08:36:42,"Sudah vaksin 1 kali, akan tetapi tidak muncul setelah update aplikasi, setelah memasukan data seperti yg di keterangan, tetap saja tidak muncul sertifikatnya Pemerintah bangke, pengen ambil untung doang dari aplikasi"
Linda Melanie,1,2022-02-08 08:34:02,"Setelah aplikasi diupdate, sertifikat vaksin ke-1 dan ke-2 saya hilang. Yg muncul malah tiket vaksin ke-3, 2 dan 1. Tolong lah dibenerin aplikasinya, sudah banyak yg ngeluh aplikasinya error setelah diupdate. Jangan cuma bisa copy paste saranin input data yg bener diaplikasi. Data yg diinput udah benar, tapi sertifikat vaksinnya yg ga lagi muncul setelah di-update. Cek ke sistem kalian yg banyak errornya itu"
Imam Fachyurohan,1,2022-02-08 08:21:46,"Saya sdh terdaftar, aplikasi peduli lindungi terhapus, sy instal ulang, tidak mau log in, saya berkali2 menginput data yang benar tapi tetap tidak mau log in. Bagaimana mengatasinya?"
awi 4,1,2022-02-08 08:04:20,Sudah dilengkapi datanya sesuai KTP. Masih zoonk ga keluar sertifikatnya.. Udah login di situs nya sama saja.. Perbaiki yg benerlah bukan malah rusak.. ngabissin Kouta buat upgrade
Minarma Magdalena,3,2022-02-08 07:29:40,"Lambat, untuk tanggal lahir tolong dipermudah, dpt diketik tgl,Bln,Thn jd lebih cepat."
adam riduan,5,2022-02-08 06:40:04,"usul bisa pake scan terbalik saat masuk ke tempat-tempat umum, jadi petugas tempat tersebut yang scan barcode kita di hp atau di sertifikat vaksin, memudahkan terutama untuk orang tua dan yang tidak punya hp, terima kasih"
Bonar Wahyu,1,2022-02-08 06:20:57,"Sertifikat gak muncul, udah diklaim berkali"" dan diulangi beberapa kali tapi ga muncul"". Dan sertivikat vaksin pertama dan kedua setelah di update jadi ilang semua"
Dadin CIREBON,1,2022-02-08 06:00:25,"Sama, saya juga sertifikat vaksin nya jadi tidak ada, setelah di update aplikasi nya. Tapi fisik sertifikat nyabsaya pernah cetak dua dua nya (vaksin ke satu dan vaksin ke dua) Padahal saya bekerja di bank BUMN, vaksin ke satu dan ke dua dilaksanakan serentak dari kantor. Masa sekarang hilang data di aplikasi ini?! 🙄 Membingungkan. Terakhir bulan Januari 2022 saya antigen di stasiun buat ke Jakarta, sebelum di update aplikasi ini. Muncul tuh hasil antigen di aplikasi ini.. sekarang hilang."
ANDRIAN Real,1,2022-02-08 05:46:07,"Kenapa setelah saya update semua sertifikat hilang, dan juga kenapa makin rumit buat isi data diri, dari pengaturan tanggal bulan tahun aja bikin susah, dan 1 lagi sertifikat vaksin ke 3 saya belum muncul, mohon diperbaiki lebih baik lagi"
orlando dumais,1,2022-02-08 05:40:29,"Lambat dalam pembuatan sertifikat vaksin, padahal mulai dari bulan September 2021sampai saat ini belum ada sertifikat vaksin. Padahal tanpa apk pedulilindung harusnya sudah ada sertifikatnya karena sudah di ada data bahwa sudah suntik (vaksin) ke 2."
Patrina Wijayanti,1,2022-02-08 05:08:55,"Sertifikat 1&2 ilang semua trus diklaim gak muncul2,tau gitu gak aku upgrade tu aplikasi 🤦🏻‍♀️untung udh cetak kartu vaksin jd kl ada apa2 ada cadangan,sialan banget ni aplikasi bikin mataku muter2 trus,di klaim berulang ulang ttp gak bisa"
Nurur Rafida Yulia Astanti,3,2022-02-08 04:34:40,"Biasanya eror ga bisa check in saat mau masuk gedung.. Oke, saya terima. Mungkin karena jaringan saya kurang kuat.. Lha, kenapa tiba"" hari ini saya dapat kode merah? Saya sudah 2x vaksin. Ga permasalahin bulan lahir saya yg salah, ga permasalahin kamera eror gabisa check in.. Tapi saya ga terima tiba"" dapat tanda merah belum vaksin. Mana tadi terlanjur masuk gedung udh siap belanja baru terkonfirmasi.. Untung tadi nggak diusir sayanya. 😢"
Florentina Dwi Purwanti,1,2022-02-08 04:33:21,Kenapa sertifikat 1 dan 2 saya tidak muncul..aplikasi yang lama muncuk..kalau.tidak akan perjalan keluar negeri gimana kami mau menunjukkan sertifikat..tolong diperbaiki lagi..bagus yang lama..jelas. dan tidak mengecewakan.hasil sertifikatnya ada .
Mila Lesmana,4,2022-02-08 04:15:40,Mau tanya suami daya sdh di vaksin ke 2 tgl 21 november bareng sama saya di tmpt tanggal dan vaksin ke 2 dgn jenis yg sama . Knpa sertifikat ke 2 nya tdk muncul alias tdk terdaftar padhl sdh dapt kertas sudah slesai dri puskesmas yg vkasin pd wktu itu di bgr mall..sertifakt vaksin nya tdk ada dan tdk muncul di perduli lindungi 'trus kudu kumaha.. sampai skrg belum muncul2 sertifakat nya
HOMO DEUS,3,2022-02-08 04:12:15,Tolong segera di update lagi banyak bug setelah update terahir termasuk sertifikat vaksin yg hilang. Untuk checking di website masih ada sertifikatnya
Tiyo Gatez,1,2022-02-08 04:06:36,Sertifikat saya kenapa hilang setelah di update....tolong di perbaiki....padahal sudah di vaksin...tolong perbaiki segera untuk memudahkan dalam melakukan perjalanan....
Luqman H. Prasetyo,1,2022-02-08 03:58:49,"Setelah diupdate tadi pagi, 08.02.2022 kok sertifikat dos 1 dan dos 2 saya hilang? Kok tidak muncul? Kok malah muncul tiket vaksinasi? Kok saya dianggap belum vaksinasi. Saya udah clear cache, sudah re-install tapi belum juga bisa. Mohon segera diperbaiki. Suwun"
Lady's Java,1,2022-02-08 03:12:23,Sebelum tahun 2022 Mau cek kartu vaksin mudah Sekarang ko malah bertele-tele Saya sudah masukan tanggal.nama.nik. tapi tetap CHAPSA SALAH. Tolong kembalikan ke fitur awal. Lebih mudah saya rasa. Makin ada perbaikan malah makin di persulit.
Tri Saktia,1,2022-02-08 02:58:57,"Setelah di update sertifikat vaksin malah hilang di minta untuk masukan data2 lagi seperti saat pertama kali tapi tetap tidak muncul juga sertifikatnya, kalau tidak di update tidak bisa buka aplikasi peduli lindungi"
Nafis Bahaf,3,2022-02-08 02:54:44,Sulit masuk peduli lindungi berkas data sudah di masukan sesuai dengan data yg ada namun masih tidak bisa masuk akun minta sesuai nama dan nik di ktp sudah di sesuaikan namun masih tidak mau masuk
Safitri Ningsih,1,2022-02-08 02:45:07,"Niat update, sertifikat malah ga kedetect yg muncul malah tiket vaksin 1-booster. coba klaim sertifikat, pas verifikasi sudah hijau benar centang saya bukan robot eh captcha salah, jd yg salah yg mana?? Aplikasi tidak memudahkan sama sekali..."
M. FAIZAL,1,2022-02-08 01:45:14,"Setelah update... sertifikat 1 & 2 tidak muncul Yang muncul malah tiket vaksin 1,2&3 Pembaruan yang aneh tidak tambah bagus malah tambah amburadul datanya......."
Indra Z,4,2022-02-08 01:30:00,"Untuk bug di versi aplikasi sebelumnya terkait isu baterai boros karena sharelok selalu aktif sekarang lebih baik.. Terima kasih tindak lanjutnya...🙏🏻🥰 Untuk yang versi sekarang, saya menemukan bug, dimana ketika input data lebih dari 1 orang dengan identitas berbeda, hasi generate nya yang keluar nama pertama yang diinput. Mohon tindaklanjutnya.. Terima kasih 🙏🏻😊"
cak Ahmed,1,2022-02-08 00:30:03,"Aplikasinya malah nyusain ya, lemot, ngisi tgl lahir lama bet, kasian yg usia nya sepuh, nyari tahun nya hadeuh, amang gak bisa bikin yg canggih, ini nasional lho. Nah itu paham, scrol cari tahun nya di perbaiki, scrol nya lambat, tangan sampe ngilu, kasian yg sepuh lahir nya tahun 60an, scrol butuh brp lama itu. Coba di buat, bisa langsung ketik tgl-bln-thn lahir."
Henki,1,2022-02-08 00:11:34,Sehabis update malah aplikasi gak bisa menampilkan sertifikat terdahulu. Bahkan setelah klaim sertifikat dikatakan berhasilpun tetap gak muncul. Apakah harus tunggu komplain dulu baru aplikasi diupdate oleh developer lagi? Mengapa developer gak cek lebih dulu sebelum update dirilis?
Indah Mawar,2,2022-02-07 23:31:15,Mau tanya ya..sertifikat vaksin berhasil diklaim nih..kenpa ga ada muncul dimenu sertifikat jadinya seperti dulu?ngimana mau scan jadinya?sertifikat ga muncul?
Riswandra Eka Prasetya,1,2022-02-07 23:11:07,Aplikasi tidak didukung oleh Team IT yang kompeten. Sertifikat Vaksin sering tidak tertaut dan harus kembali input NIK untuk menautkan. Jadi tambah sulit kalau mau masuk ke area publik pakai scan QRcode dari aplikasi ini kalau tiba-tiba sertifikat tidak tertaut.
asyla maharani,1,2022-02-07 19:31:00,Aneh..di update buka aplikasi malah belum terdaftar sertifikat padahal sertikat sudah ada sebelum nya..bnr2 hebat i.t yg buat aplikasi ini...knp ga jd grup sulap badut aja ???
Rasty Yulia,2,2022-02-07 18:52:54,"Kenapa setelah update aplikasi peduli lindungi hari ini, sertifikat vaksin 1 dan 2 saya tdk muncul (hilang)...sebelum di update sertifikat vaksin 1 dan 2 saya ada... Tolong diperbaiki aplikasinya seperti semula, biar muncul lagi sertifikat vaksin 1 dan 2 saya...terimakasih"
Ishak Rais,1,2022-02-07 18:09:08,"Update bukannya tambah baik, malahan bikin ribet. Sertifikat vaksin tidak bisa ditampilkan lagi, hanya tiket saja yg ada. Kalau bertambah buruk kenapa harus update. Atau hanya sekedar menghabiskan anggaran utk update, tidak peduli hasilnya lebih baik atau lebih buruk. Saran saya lebih baik kembali ke versi sebelumnya."
Riyan Eko Budiansyah,1,2022-02-07 16:28:21,"sertifikat vaksin ke 2 tidak muncul padahal sudah 5 bulan berlalu,lalu setelah aplikasi di update,malah sertifikat dosis pertama juga hilang,kalau tidak ada keduanya bagimana bisa suntik booster"
R A W,2,2022-02-07 15:07:40,Baru di Update malah gabisa digunakan. Sertifikat Vaksin jadi tidak muncul di aplikasi. Tolong segera diperbaiki ya agar tdk perlu ribet buka website
Sarah Pricilia,1,2022-02-07 14:01:44,"SANGAT AMAT BURUK, MOHON DIPERBAIKI LAGI!!! Masa saya sudah melakukan vaksin 2 kali tetapi tidak tercantum sertifikat vaksin nya, kalo bukanya dari aplikasi tidak muncul sertifikatnya tapi kalo buka dari browser muncul sertifikatnya, aplikasi nya sering error, mana saat ingin naik pesawat pasti di bandara diminta aplikasi peduli lindunginya, TOLONG DIBACA DAN DIPERBAIKI SEGERA"
RD. Simon Anjar Yogatomo,5,2022-02-07 13:00:49,Pengalaman pertama chek in di mall krn sy dr kabupaten di kalbar yang jarang gunakan cek in ketika masuk toko. Cek in tdk lancar krn persoalan jariangan. Selebihnya aplikasi ini sangat bagus. Maju terus.
Vi Diyah,1,2022-02-07 12:40:56,"Aplikasinya sangat"" tidak bagus...saya ingin mengecek sertifikat vaksinasi tapi tidak bisa padahal data yang saya masukkan semuanya benar ....aplikasi suka eror ..mohon perbaiki lagi"
Hilman Ridlwanullah,1,2022-02-07 12:11:05,Tidak bisa mengklaim sertifikat vaksin...dan dalam pembaruan data tidak ada option lainnya...jadi ketika kita sudah melakukan vaksin lengkap sampai booster tak dapat memperbaharuinya...
maulana machmud,1,2022-02-07 11:57:30,"Ini gimana si ya ,di perbarui malah error semua ga bisa kebuka ,jangan asal asalan ngapah kalo bikin apliaksi sekarang tiap mao masuk kerja wajib scand barcode kalo kaya gini terus banyak yg di rugikan !!"
singgih kuntoro,2,2022-02-07 11:44:05,"Setelah update, sertifikat vaksin malah tidak muncul, sudah klaim kembali, sukses, tapi tetap tidak muncul, kepriwe iki min????"
Mas Hendro,3,2022-02-07 10:54:49,"Tlong diberi akses untuk hasil cek pcr untuk anak² aplgi masih playground (kondisi sklah trdpt positif) Repot untuk cek hasil test yg dilakukan di puskesmas, ya masa mau cek buat anak² harus dftr dulu buat email atau harus punya no.telp dulu (ini anak kecil loh) Bisa di cek di cekmandiri.pedulilindungi.id percuma hasilnya cuma ada atau tidak ada tetapi tdk ada hasil negatif atau positif. Hub pihak puskesmas tidak respon sampai 4 hr, pdhal ktnya mau di informasikan"
Wasix Suganteng,1,2022-02-07 10:02:05,Di update malah sertifikat vaksin pertama dan kedua hilang...malah tertulis belum vaksin...tolong dibenahi aplikasinya...di update bukan tambah baik malah tambah gak karu2an...
Berli Gusvi,1,2022-02-07 07:38:16,"Plis la layanan nya ga mengenakan udah la lama ga ada membantu lagi, vaksin ke-2 tidak muncul karena kesalahan NIK saya sudah gmail, namun tidak dapat menyelesaikan masalah."
RAF fauzi family,4,2022-02-07 06:29:55,Bagus sih cuma tampilan nya ga sebagus yg pertama. peta lokasi .zona-zona area merah di aplikasi dihilangkan. Tapiii yaudahlah mngkin dibikin lebih simple dan praktis
Ari Wirahyani,1,2022-02-07 05:52:19,"Aplikasi sempat error akhirnya coba uinstal dan re-instal.. ternyata setelah proses re- instal itu malah ga ada sertifikat vaksinnya... Saat pilih menu sertifikat vaksin di aplikasi, tiba2 dapat notice ""Anda belum memiliki sertifikat vaksin"""
HasanQu official,1,2022-02-07 05:38:56,"Semenjak apdte ke versi baru, banyak kendalanya, seperti harus daftar lagi, terus setiap kali mau masukin kedaftr sertifkt itu selalu ngk bisa, mental mental terus min..."
Rus Biyan,1,2022-02-07 05:02:34,Masa dari tanggal 5 November vaksin ke2 belum muncul juga sertifikat nya Di email gk jelas jawaban ny malah gk bisa email malah dibalikin... Update terus apany sih yg di update??
rattady siswoyo,2,2022-02-07 04:43:04,kayaknya ini aplikasi negara/bahkan mungkin internasional. tapi knp lemot boss app nya jika masukin tgl. ampe pegel pencet cursor..ni yg bkin app moga bisa di perbaiki ya...masak kalah cpt n bagus ama app tokoSEBELAH..Thnks
Awan Putih,1,2022-02-07 04:19:51,Saya sangat kesulitan mengklaim sertifikat saya padahal saya sangat butuh🙏🏻 nmor sudah terdaftar tp pemberitahuannya belum terdaftar. Klaim sertifikat juga sangat susah. Mohon bantuannya🙏🏻
Riyaldi Bayuandra,5,2022-02-07 03:41:29,"Alhamdulillah semua kritik dan saran sudah semakin diperbaiki. Saran untuk kenyamanan saat check in pada ruangan tertutup, agar dijadikan 1 langkah saja, jangan ada menu konfirmasi camera, agar tidak riweh mengantre panjang saat memasuki tempat. Jadi jangan 2 langkah. Terima kasih Mas/Mba atas usahanya untuk selalu memperbaiki dan menjaga keamanan data rakyat."
Yon Lesmana,3,2022-02-07 01:25:13,Di versi baru ini statistik masih belum tersedia... Di versi lama tersedia statistik dan terlihat lengkap dgn titik lokasi area kita berada.
Ammar Wahyudi,3,2022-02-06 12:09:50,"Kok ga bisa check out, tolonglah, cemana nya ini, perbaiki tolong, plis, helppp awak panik gabisa check out. Edit : - kalo bisa pas check out proses nya d percepat, ini rada lama, 5 menitan baru ter-check out"
Andohar Purba,3,2022-02-06 09:51:30,"Keluhan: 1. Hasil tes yang di aplikasi tidak update (lama) dengan hasil yang terbaru, malah masih tertera hasil yang sudah lama. Padahal hari sebelumnya sudah ada hasil ter update nya tapi hanya 1 hari saja? 2. Kamera untuk mengakses aplikasi nya sering ""lemot"" jadinya menghambat akses untuk bisa masuk ke suatu tempat. Mohon tindak lanjut nya ya admin. Terima kasih."
Endang S. Tahari,1,2022-02-06 09:44:19,"Makin baru, makin error'. Input >1 nama, cuma yg pertama sj dibaca😩. Lokasi nya jg TDK sesuai. Lebih bagus yg lama. Sebelum post upgrade terbaru, cek dulu dong, ada error kah tidak🥵"
Priyo Wisnu Murti,5,2022-02-06 07:58:41,"Aplikasi belum jalan sempurna, hasil update tdk tersimpan meski sudah klik simpan. Serrifikat vaksin juga ngak tampak/muncul"
Syukri Rahmatullah,2,2022-02-06 06:55:43,"Hasil swab gen dan pcr di aplikasi sy tdk muncul. Pencarian lokasi pcr dan swab sulit, perlu diperbaiki. Harusnya aplikasi sebesar ini tidak seribet itu. Padahal tdk sulit dibuatnya."
Sahar Lapoh,1,2022-02-06 06:05:44,"Developer aplikasi tolong diperbaiki lah,,, masukin tanggal lahir ya ampuun ribet banget, harus scroll atas, bawah, kiri dan kanan, knp gk buat di ketik aja biar cepat dan gampang, satu lagi mau klaim sertfikat gk bisa2, ini aplikasi untuk seluruh masyarakat Indonesia, buatlah aplikasi yg mudah utk masyarakat."
DRS Studio,1,2022-02-06 05:49:57,"Sangat perlu perbaikan, saya sudah vaksinasi tahap 2 tapi sertifikat tidak ada saat di cek, sudah lebih dari 2 bulan. Dan tak ada cs yg bisa di hubungi."
Yogi Sam,1,2022-02-06 05:32:30,"Sertifikat di aplikasi tidak bisa menyesuaikan perubahan jenis vaksin sama sertifikat yg ada di web, karena sebelumnya ada kesalahan di jenis vaksin dan sudah dibetulkan sama pihak cs nya. Mohon segera diperbaharui"
c.lexmanata,2,2022-02-06 04:03:51,"Maaf Bintang 2 mind.. saran saya kalau bisa Aplikasi ini dapat digunakan memasukan data untuk Satu keluarga di dalam KK , karena kalau pas SWAB/PCR ( 1 KK ) bisa langsung dapat informasi/kabar untuk Hasil SWAB/PCR nya.. contoh : apalagi kalau punya Anak yang usianya masih 2th+ belum memiliki akun Peduli indungi jadi susah untuk melihat hasilnya..itu saja saran dari saya... Untuk Aplikasi sudah bagus Namun belum , mendukung untuk memasukan Data untuk SATU KK..."
Ilham Rinanda,1,2022-02-06 02:18:30,Pengembangan Aplikasi buruk. Dah ribet. Ngapain dikasih memu Klaim sertifikat kalo ga bisa. Trs tlg untui isi data tgl lahir nya dibuat manual aja. Jgn otomatis tanggal saat ini. Geser tahun nya kelamaan. Keburu ditembak Belanda...
yunus kamid,4,2022-02-05 20:16:31,"Udah di vaksin yang pertama per 19 Mey 2021, tapi di aplikasi pedulilindungi gak muncul sertifikat nya, padahal data diri sudah di berikan ke petugas dengan jelas dan benar. Di aplikasi nya tertulis *NIK atau nomor ponsel Anda tidak terdaftar preode ini. Gitu? Thx"
Adriana Iftita,3,2022-02-05 10:33:25,Tolong untuk sistem nya diperbaiki. Hasil PCR saya tidak muncul di aplikasi. Padahal data sudah di input di sistem. Saya tidak bisa claim obat karena tidak terdaftar.
Marlin Marianta,1,2022-02-05 08:19:28,"aplikasi lemot,, kadang mau kadang engga,, trus sesekali ngeblank ga bs di buka (aplikasi macet) pas lagi perlu"" nya lagi,,,"
Anisah Mawardi,3,2022-02-05 08:18:18,Ni aplikasi kenapa ya...saya awalnya positif dan sudah pcr ulang hasilnya negative tapi status saya tidak berubah juga...untuk isoman sudah 10 hari...tolong dibantu
Sundari Rosiana Niksan,1,2022-02-05 06:20:11,"Tolong pengaturan tanggal lahir dan tanggal vaksin di perbaiki lagi, tahun bisa diganti tapi bulan nya ga bisa. Saya udah vaksin 1 dan 2,dulu udah keluar sertifikat nya, sekarang malah ga keluar. Udah saya update padahal. Tolong dong, soalnya ini udah jadi hal wajib, harusnya dibikin mudah. Saya mau liat sertifikat dan tiketnya, ga bisa2. Bikin kesel. Ngebug terus, bikin emosi. Tolong di perbaiki lagi."
Duma Ria cute,4,2022-02-04 15:16:33,Trimakasih untuk Aplikasi peduli lindungi. Sebelumnya saya mau bertanya. Adik saya sudah melakukan vaksin 1 dan ke 2 tahun lalu. Tapi ketika mau daftar no.verifikasinya di Aplikasi peduli lindungi tidak ada sms masuk. Nomornya adalah adalah menggunakan nomor hpnya sesuai nomor yang sudah dicantumkan ketika melakukan vaksin. Akhirnya sampai saat ini adik saya tidak bisa melihat sertifikat vaksinnya di aplikasi peduli lindungi. Kira2 itu bagaimana ya. Mohon infonya. Terimaksih.🙏
Iswadhie Adhie,1,2022-02-04 13:29:11,Ini knp ya kok mau lihat statistik kasus gak bisa..padahal baru diupdate..lokasi jg udh akurasi tinggi..tolong penjelasannya..maaf ane kasih bintang 1 dlu.
talino rusak,1,2022-02-04 12:38:31,"semenjak diperbaharui aplikasinya menurut saya semakin ribet penggunaannya,utk melihat sartifikat saja, kita harus masukan lagi data pribadi, masukan lagi nik kita dsb, ribet. beda dengan dulu sebelum diperbaharui, dulu kita bisa melihat status covid (zona) didesa kita, entah itu zona putih, zona hitam, zona biru, zona ungu, zona terlarang atau zona apalah terserah , sekarang?? lihat aja sendiri, begitu juga kl mau lihat sartifikat vaksin kita, ribet"
endang triningsih,1,2022-02-04 11:22:34,"Aplikasi yg sangat merepotkan, isi tnggal lahir harus scroll. Kalo umur 50 th apa harus scroll satu2 sampai mundur 50 thn. Aplikasi untuk kepentingan sejuta umat tp menyusahkan, tlng di perbaiki."
adria novitasari,1,2022-02-04 04:54:35,Saya udah vaksin dosis kedua september 2021. Di aplikasi yg lama sertifikat udah muncul dua2nya. Sejak appnya diperbarui kenapa malah gak muncul? Udah masukin data juga katanya tanggalnya salah. Saya mau cek jadwal booster gmn caranya? Mau chat via WA cuma muter2 aja sekitar OTP
Heal Channel,4,2022-02-04 03:19:36,"Min, untuk update terbaru ini cukup Ok, sekarang auto check-in pada saat kita scan barcode. Tapi akan lebih baik lagi, auto check-out juga diaktifkan ketika kita check-in ditempat lain, jadi tidak terkesan bertumpuk, gak mungkin juga kan kita ada di dua tempat yang beda dalam waktu bersamaan. Ok, bisa check-out manual, tapi akan lebih baik dibuat auto juga, jadi tidak terkesan setengah-setengah pengoptimalan appsnya."
Made Mahmoediarty Soeprobo Dewi,1,2022-02-04 00:35:10,"Apakah ada yang salah dengan aplikasi ini? Saya sudah scan barcode tapi tidak terbaca, message yang muncul ""anda tidak terkoneksi dengan jaringan ini"".. Padahal jaringan HP saya baik-baik saja..."
i. Harmanto,1,2022-02-04 00:03:24,"aplikasinya sangat jelek untuk sekelas buat di pake secara nasional, sering pembaruan tapi setelah di perbarui malah tidak bisa masuk ke aplikasi"
wayan billah,1,2022-02-03 23:44:38,"Penulisan di kolom tanggal bulan tahun yang tidak profesional, seperti aplikasi murahan, tolong untuk team IT terhormat diperbaiki lagi sistemnya karena di pakai seluruh jutaan rakyat indonesia,bisa di bayangkan tahun lahir 1970 sedangkan tahun standby 2022 kita harus klik setiap bulan berapa kali klik coba sampai hang engga sampai sampai"
Fajar Bambang Dewayana,5,2022-02-03 16:40:35,"Ceritanya baru login aplikasi peduli lindungi buat download sertifikat vaksin. Kok diakun saya ada sertifikat milik dua orang tidak dikenal, saya cek nik nya orang DIY, sedangkan saya orang Jateng. Padahal ngga pernah tuh nginput data siapapun, saya juga nggak melakukan sesuatu yg aneh2 kaya ngoprek2 sistem,dll. Apa akun saya dihack, tolong responnya admin🙏"
Sonny Anra,2,2022-02-03 14:35:20,"utk buka/melihat sertifikat vaksin, susah banget utk masukan tgl/bulan/ tahun lahir, harus diurut satu per satu bulan ke bulan, dan tahun ke tahun, perlu waktu lama (harusnya yg bisa di scroll gitu)"
